query_id,iteration,icd11_codes,prevalence,etiqueta,ddx_parsed,match_details
,2,"[""CA40.06"", ""1E32"", ""NR-RESP-004"", ""1C19"", ""CA40.03""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""unclassified"", ""unclassified"", ""common""]",Neumonía necrotizante por Staphylococcus aureus | Neumonía por Influenza A | Neumonía por SARS‑CoV‑2 | Legionelosis pulmonar | Neumonía por Klebsiella pneumoniae,"Neumonía necrotizante por Staphylococcus aureus → CA40.06 [who_api, 0.0%] → CA40.06 ;; Neumonía por Influenza A → 1E32 [who_api, 0.0%] → 1E32 ;; Neumonía por SARS‑CoV‑2 → NR-RESP-004 [nr, 0.0%] → NR-RESP-004 ;; Legionelosis pulmonar → Infección por Legionella [semantic, 0.0%] → 1C19 ;; Neumonía por Klebsiella pneumoniae → CA40.03 [who_api, 0.0%] → CA40.03"
,2,"[""1A11.1"", ""8C01.0"", ""1C8E.Z"", ""5A44"", ""8C60""]","[""Desconocido"", ""1-9 / 100 000"", ""N/A"", ""N/A"", ""1-5 / 10 000""]","[""unknown"", ""very_rare"", ""common"", ""common"", ""unknown""]",Botulismo infantil | Síndrome de Guillain‑Barré | Meningitis viral | Síndrome metabólico neurológico | Miastenia grave,"Botulismo infantil → Botulismo infantil [exact, 100.0%] → 1A11.1 ;; Síndrome de Guillain‑Barré → Síndrome de Guillain-Barré [semantic, 0.0%] → 8C01.0 ;; Meningitis viral → 1C8E.Z [who_api, 0.0%] → 1C8E.Z ;; Síndrome metabólico neurológico → 5A44 [who_api, 0.0%] → 5A44 ;; Miastenia grave → Miastenia grave [exact, 100.0%] → 8C60"
,2,"[""NR-INFEC-008"", ""2E03"", ""NR-MUSC-002"", ""4A60.Y"", ""NR-MUSC-003""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unclassified"", ""common"", ""unclassified"", ""common"", ""unclassified""]",Infección protésica de la rodilla | Metástasis ósea | Aflojamiento aséptico con pseudotumor | Artritis granulomatosa | Tumor intra-articular,"Infección protésica de la rodilla → NR-INFEC-008 [nr, 0.0%] → NR-INFEC-008 ;; Metástasis ósea → 2E03 [who_api, 0.0%] → 2E03 ;; Aflojamiento aséptico con pseudotumor → NR-MUSC-002 [nr, 0.0%] → NR-MUSC-002 ;; Artritis granulomatosa → Artritis granulomatosa de la infancia [semantic_who, 0.0%] → 4A60.Y ;; Tumor intra-articular → NR-MUSC-003 [nr, 0.0%] → NR-MUSC-003"
,2,"[""1C31.0"", ""1C3Y"", ""NR-INFEC-006"", ""8A42"", ""8C01.0""]","[""Desconocido"", ""<1 / 1 000 000"", ""N/A"", ""Desconocido"", ""1-9 / 1 000 000""]","[""unknown"", ""ultra_rare"", ""unclassified"", ""unknown"", ""ultra_rare""]",Fiebre de Montaña Roca | Ehrlichiosis | Neuro-Lyme | Encefalomielitis diseminada aguda | Síndrome de Miller‑Fisher,"Fiebre de Montaña Roca → Fiebre maculosa de las Montañas Rocosas [semantic, 0.0%] → 1C31.0 ;; Ehrlichiosis → Erliquiosis [semantic, 0.0%] → 1C3Y ;; Neuro-Lyme → NR-INFEC-006 [nr, 0.0%] → NR-INFEC-006 ;; Encefalomielitis diseminada aguda → Encefalomielitis aguda diseminada [fuzzy_validated, 100.0%] → 8A42 ;; Síndrome de Miller‑Fisher → Síndrome de Miller-Fisher [semantic, 0.0%] → 8C01.0"
,2,"[""DB98.3"", ""NR-GAST-008"", ""DA42.Z"", ""DB34.0"", ""LA90.00""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""1-5 / 10 000""]","[""common"", ""unclassified"", ""common"", ""common"", ""unknown""]",Trombosis de la vena porta | Varices portales | Gastritis hipertensiva portal | Angiodisplasia intestinal | Enfermedad de Osler‑Weber‑Rendu,"Trombosis de la vena porta → DB98.3 [who_api, 0.0%] → DB98.3 ;; Varices portales → NR-GAST-008 [nr, 0.0%] → NR-GAST-008 ;; Gastritis hipertensiva portal → DA42.Z [who_api, 0.0%] → DA42.Z ;; Angiodisplasia intestinal → DB34.0 [who_api, 0.0%] → DB34.0 ;; Enfermedad de Osler‑Weber‑Rendu → Telangiectasia hemorrágica hereditaria [fuzzy_validated, 85.7%] → LA90.00"
,2,"[""2E90.6"", ""FB80.0"", ""CA0A.Z"", ""2E83.Z"", ""2E60.0""]","[""N/A"", ""Desconocido"", ""N/A"", ""N/A"", ""Desconocido""]","[""common"", ""unknown"", ""common"", ""common"", ""unknown""]",Fibroma ossificante juvenil | Displasia fibrosa | Sinusitis fúngica granulomatosa crónica | Osteoma sinonasal | Carcinoma nasofaríngeo,"Fibroma ossificante juvenil → 2E90.6 [who_api, 0.0%] → 2E90.6 ;; Displasia fibrosa → Displasia fibrosa de hueso [fuzzy_validated, 87.2%] → FB80.0 ;; Sinusitis fúngica granulomatosa crónica → CA0A.Z [who_api, 0.0%] → CA0A.Z ;; Osteoma sinonasal → 2E83.Z [who_api, 0.0%] → 2E83.Z ;; Carcinoma nasofaríngeo → Carcinoma nasofaríngeo [exact, 100.0%] → 2E60.0"
,2,"[""8A80.4"", ""DD91.4"", ""DA42.Z"", ""DA41.00"", ""DA90.2""]","[""N/A"", ""N/A"", ""N/A"", ""1-5 / 10 000"", ""Desconocido""]","[""common"", ""common"", ""common"", ""unknown"", ""unknown""]",Síndrome de Vómito Cíclico | Dolor abdominal funcional | Gastritis | Gastroparesia | Síndrome pseudo‑obstrucción intestinal,"Síndrome de Vómito Cíclico → 8A80.4 [who_api, 0.0%] → 8A80.4 ;; Dolor abdominal funcional → DD91.4 [who_api, 0.0%] → DD91.4 ;; Gastritis → DA42.Z [who_api, 0.0%] → DA42.Z ;; Gastroparesia → Gastroparesia idiopática [semantic, 0.0%] → DA41.00 ;; Síndrome pseudo‑obstrucción intestinal → Síndrome de pseudoobstrucción intestinal crónica [fuzzy_validated, 86.0%] → DA90.2"
,2,"[""BC42.Z"", ""BB2Z"", ""8C7Y"", ""1C1G.Z"", ""BC43.5""]","[""N/A"", ""N/A"", ""<1 / 1 000 000"", ""N/A"", ""Desconocido""]","[""common"", ""common"", ""ultra_rare"", ""common"", ""unknown""]",Miocarditis | Pericarditis | Brádelica neuromiopatía | Enfermedad de Lyme | Síndrome de takotsubo,"Miocarditis → BC42.Z [who_api, 0.0%] → BC42.Z ;; Pericarditis → BB2Z [who_api, 0.0%] → BB2Z ;; Brádelica neuromiopatía → Miopatía de Brody [semantic, 0.0%] → 8C7Y ;; Enfermedad de Lyme → 1C1G.Z [who_api, 0.0%] → 1C1G.Z ;; Síndrome de takotsubo → Miocardiopatía de tako-tsubo [fuzzy_validated, 97.7%] → BC43.5"
,2,"[""3A70.Z"", ""3A21.0"", ""2A3Z"", ""3A01.Y"", ""3A20""]","[""N/A"", ""1-9 / 100 000"", ""1-9 / 100 000"", ""N/A"", ""1-5 / 10 000""]","[""common"", ""very_rare"", ""very_rare"", ""common"", ""unknown""]",Anemia aplásica | Hemoglobinuria paroxística nocturna | Síndrome mielodisplásico | Anemia megaloblástica | Anemia hemolítica autoinmune,"Anemia aplásica → Anemia aplásica [exact_who, 100.0%] → 3A70.Z ;; Hemoglobinuria paroxística nocturna → Hemoglobinuria paroxística nocturna [exact, 100.0%] → 3A21.0 ;; Síndrome mielodisplásico → Síndrome mielodisplásico [exact_who, 100.0%] → 2A3Z ;; Anemia megaloblástica → 3A01.Y [who_api, 0.0%] → 3A01.Y ;; Anemia hemolítica autoinmune → Anemia hemolítica autoinmune [exact, 100.0%] → 3A20"
,2,"[""LD27.01"", ""DA96.0Y"", ""DD70.3"", ""5B5K.2"", ""2A90.7""]","[""Desconocido"", ""N/A"", ""N/A"", ""N/A"", ""<1 / 1 000 000""]","[""unknown"", ""common"", ""common"", ""common"", ""ultra_rare""]",Síndrome de Cronkhite‑Canada | Enteropatía autoinmune | Colitis ulcerosa/Crohn | Deficiencia de zinc | Linfoma intestinal,"Síndrome de Cronkhite‑Canada → Síndrome de Cronkhite-Canada [semantic, 0.0%] → LD27.01 ;; Enteropatía autoinmune → Enteropatía grave mediada por el sistema inmunitario [exact_who, 100.0%] → DA96.0Y ;; Colitis ulcerosa/Crohn → DD70.3 [who_api, 0.0%] → DD70.3 ;; Deficiencia de zinc → 5B5K.2 [who_api, 0.0%] → 5B5K.2 ;; Linfoma intestinal → Linfoma de células T asociado a enteropatía [semantic, 0.0%] → 2A90.7"
,2,"[""NR-DERM-009"", ""EB31"", ""EB20"", ""EB21"", ""NR-DERM-008""]","[""N/A"", ""N/A"", ""Desconocido"", ""Desconocido"", ""N/A""]","[""unclassified"", ""common"", ""unknown"", ""unknown"", ""unclassified""]",Panniculitis pancreática | Eritema nodoso | Síndrome de Sweet | Pyoderma gangrenoso | Panniculitis vasculítica,"Panniculitis pancreática → NR-DERM-009 [nr, 0.0%] → NR-DERM-009 ;; Eritema nodoso → EB31 [who_api, 0.0%] → EB31 ;; Síndrome de Sweet → Síndrome de Sweet [exact, 100.0%] → EB20 ;; Pyoderma gangrenoso → Pioderma gangrenoso [fuzzy_validated, 94.7%] → EB21 ;; Panniculitis vasculítica → NR-DERM-008 [nr, 0.0%] → NR-DERM-008"
,2,"[""2C61.0"", ""2E65.0"", ""2B56"", ""2D72&XA1B59"", ""2C34""]","[""N/A"", ""N/A"", ""<1 / 1 000 000"", ""N/A"", ""1-9 / 100 000""]","[""common"", ""common"", ""ultra_rare"", ""common"", ""very_rare""]",Carcinoma ductal de mama | Carcinoma lobulillar de mama | Angiosarcoma | Metástasis de tumor visceral | Carcinoma cutáneo,"Carcinoma ductal de mama → 2C61.0 [who_api, 0.0%] → 2C61.0 ;; Carcinoma lobulillar de mama → 2E65.0 [who_api, 0.0%] → 2E65.0 ;; Angiosarcoma → Angiosarcoma [exact, 100.0%] → 2B56 ;; Metástasis de tumor visceral → 2D72&XA1B59 [who_api, 0.0%] → 2D72&XA1B59 ;; Carcinoma cutáneo → Carcinoma neuroendocrino cutáneo [semantic, 0.0%] → 2C34"
,2,"[""NR-INFEC-014"", ""NR-INFEC-017"", ""NR-INFEC-015"", ""FC01.8"", ""NR-INFEC-018""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unclassified"", ""unclassified"", ""unclassified"", ""common"", ""unclassified""]",Infección protésica por Mycobacterium bovis | Infección protésica por Cutibacterium acnes | Infección protésica por Staphylococcus epidermidis | Osteólisis periprotésica aseptica | Infección protésica por gérmenes gram‑negativos,"Infección protésica por Mycobacterium bovis → NR-INFEC-014 [nr, 0.0%] → NR-INFEC-014 ;; Infección protésica por Cutibacterium acnes → NR-INFEC-017 [nr, 0.0%] → NR-INFEC-017 ;; Infección protésica por Staphylococcus epidermidis → NR-INFEC-015 [nr, 0.0%] → NR-INFEC-015 ;; Osteólisis periprotésica aseptica → FC01.8 [who_api, 0.0%] → FC01.8 ;; Infección protésica por gérmenes gram‑negativos → NR-INFEC-018 [nr, 0.0%] → NR-INFEC-018"
,2,"[""JB42.1"", ""JA43.Z"", ""BB00.Z"", ""4A45"", ""NR-CARD-005""]","[""Desconocido"", ""N/A"", ""N/A"", ""Desconocido"", ""N/A""]","[""unknown"", ""common"", ""common"", ""unknown"", ""unclassified""]",Embolismo de líquido amniótico | Hemorragia posparto | Embolia pulmonar tromboembólica | Síndrome antifosfolípido catastrófico | Trombosis hodológica,"Embolismo de líquido amniótico → Embolia de líquido amniótico [fuzzy_validated, 93.1%] → JB42.1 ;; Hemorragia posparto → JA43.Z [who_api, 0.0%] → JA43.Z ;; Embolia pulmonar tromboembólica → BB00.Z [who_api, 0.0%] → BB00.Z ;; Síndrome antifosfolípido catastrófico → Síndrome antifosfolipídico catastrófico [fuzzy_validated, 92.1%] → 4A45 ;; Trombosis hodológica → NR-CARD-005 [nr, 0.0%] → NR-CARD-005"
,2,"[""1F2C"", ""1F20.0Z"", ""CA43.2"", ""4A44"", ""NR-RESP-006""]","[""Desconocido"", ""N/A"", ""N/A"", ""1-9 / 100 000"", ""N/A""]","[""unknown"", ""common"", ""common"", ""very_rare"", ""unclassified""]",Mucormicosis pulmonar | Aspergilosis invasiva | Infección bacteriana con absceso pulmonar | Vasculitis | Pneumonía granulomatosa crónica,"Mucormicosis pulmonar → Zigomicosis [semantic, 0.0%] → 1F2C ;; Aspergilosis invasiva → 1F20.0Z [who_api, 0.0%] → 1F20.0Z ;; Infección bacteriana con absceso pulmonar → CA43.2 [who_api, 0.0%] → CA43.2 ;; Vasculitis → Vasculitis [exact, 100.0%] → 4A44 ;; Pneumonía granulomatosa crónica → NR-RESP-006 [nr, 0.0%] → NR-RESP-006"
,2,"[""DC31.Z"", ""DC12.0Z"", ""DC11.6"", ""DB94.1Z"", ""BA41.Z""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""common"", ""common"", ""common""]",Pancreatitis aguda | Colecistitis aguda | Colédocolitiasis | Hepatitis alcohólica | Infarto de miocardio,"Pancreatitis aguda → DC31.Z [who_api, 0.0%] → DC31.Z ;; Colecistitis aguda → DC12.0Z [who_api, 0.0%] → DC12.0Z ;; Colédocolitiasis → DC11.6 [who_api, 0.0%] → DC11.6 ;; Hepatitis alcohólica → DB94.1Z [who_api, 0.0%] → DB94.1Z ;; Infarto de miocardio → BA41.Z [who_api, 0.0%] → BA41.Z"
,2,"[""CA40.20"", ""1D82.Y/CA40.1Z"", ""1F20.0Z"", ""1B21.0"", ""RA01""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""common"", ""common"", ""common""]",Neumonía por Pneumocystis | Neumonía por citomegalovirus | Aspergilosis invasiva | Infección por Mycobacterium avium complejo | COVID‑19,"Neumonía por Pneumocystis → CA40.20 [who_api, 0.0%] → CA40.20 ;; Neumonía por citomegalovirus → 1D82.Y/CA40.1Z [who_api, 0.0%] → 1D82.Y/CA40.1Z ;; Aspergilosis invasiva → 1F20.0Z [who_api, 0.0%] → 1F20.0Z ;; Infección por Mycobacterium avium complejo → 1B21.0 [who_api, 0.0%] → 1B21.0 ;; COVID‑19 → RA01 [who_api, 0.0%] → RA01"
,2,"[""1C1B.Z"", ""1B1Z"", ""1C10.Y"", ""1A07"", ""1F20""]","[""N/A"", ""1-5 / 10 000"", ""Desconocido"", ""Desconocido"", ""Desconocido""]","[""common"", ""unknown"", ""unknown"", ""unknown"", ""unknown""]",Nocardiosis sistémica | Tuberculosis | Actinomicosis | Salmonelosis sistémica | Aspergilosis,"Nocardiosis sistémica → 1C1B.Z [who_api, 0.0%] → 1C1B.Z ;; Tuberculosis → Tuberculosis [exact_who, 100.0%] → 1B1Z ;; Actinomicosis → Actinomicosis [exact, 100.0%] → 1C10.Y ;; Salmonelosis sistémica → Fiebre tifoidea [semantic, 0.0%] → 1A07 ;; Aspergilosis → Aspergilosis [exact, 100.0%] → 1F20"
,2,"[""1G04"", ""EB12.Z"", ""NR-DERM-010"", ""EA00"", ""EK5Y""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""unclassified"", ""common"", ""common""]",Sarna escórpica | Eritema multiforme | Pemfigoide vulgar | Exantema viral | Dermatitis de contacto,"Sarna escórpica → 1G04 [who_api, 0.0%] → 1G04 ;; Eritema multiforme → Eritema multiforme mayor [fuzzy_validated_who, 85.7%] → EB12.Z ;; Pemfigoide vulgar → NR-DERM-010 [nr, 0.0%] → NR-DERM-010 ;; Exantema viral → EA00 [who_api, 0.0%] → EA00 ;; Dermatitis de contacto → EK5Y [who_api, 0.0%] → EK5Y"
,2,"[""2F98&XA6KU8"", ""2C90.0"", ""LA90.40"", ""5A72.0"", ""5A70.Y""]","[""N/A"", ""1-5 / 10 000"", ""N/A"", ""N/A"", ""<1 / 1 000 000""]","[""common"", ""unknown"", ""unclassified"", ""common"", ""ultra_rare""]",Reninoma | Carcinoma de células renales | Hipertensión renovascular | Hiperaldosteronismo primario | Síndrome de Cushing,"Reninoma → 2F98&XA6KU8 [who_api, 0.0%] → 2F98&XA6KU8 ;; Carcinoma de células renales → Carcinoma de células renales [exact, 100.0%] → 2C90.0 ;; Hipertensión renovascular → Estenosis arterial renal congénita [semantic, 0.0%] → LA90.40 ;; Hiperaldosteronismo primario → Hiperaldosteronismo primario raro [fuzzy_validated_who, 91.8%] → 5A72.0 ;; Síndrome de Cushing → Síndrome de Cushing por enfermedad corticosuprarrenal macronodular bilateral [semantic, 0.0%] → 5A70.Y"
,2,"[""BC43.Z"", ""BC43.01"", ""BC43.0Z"", ""BC42.1&XN3BH"", ""BC43.11""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""common"", ""common"", ""common""]",Cardiomiopatía chagásica | Cardiomiopatía dilatada alcohólica | Cardiomiopatía dilatada idiopática | Miocarditis viral | Cardiomiopatía hipertrófica con aneurisma apical,"Cardiomiopatía chagásica → BC43.Z [who_api, 0.0%] → BC43.Z ;; Cardiomiopatía dilatada alcohólica → BC43.01 [who_api, 0.0%] → BC43.01 ;; Cardiomiopatía dilatada idiopática → BC43.0Z [who_api, 0.0%] → BC43.0Z ;; Miocarditis viral → BC42.1&XN3BH [who_api, 0.0%] → BC42.1&XN3BH ;; Cardiomiopatía hipertrófica con aneurisma apical → BC43.11 [who_api, 0.0%] → BC43.11"
,2,"[""8E4A.0"", ""NR-NEUR-010"", ""NR-NEUR-012"", ""1C85"", ""9C85.02""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""Desconocido""]","[""common"", ""unclassified"", ""unclassified"", ""common"", ""unknown""]",Encefalitis anti‑NMDA‑R | Encefalitis anti‑LGI1 | Encefalitis anti‑CASPR2 | Encefalitis anti‑GABA‑B | Síndrome opsoclonos‑mioclonía,"Encefalitis anti‑NMDA‑R → 8E4A.0 [who_api, 0.0%] → 8E4A.0 ;; Encefalitis anti‑LGI1 → NR-NEUR-010 [nr, 0.0%] → NR-NEUR-010 ;; Encefalitis anti‑CASPR2 → NR-NEUR-012 [nr, 0.0%] → NR-NEUR-012 ;; Encefalitis anti‑GABA‑B → Encefalitis autoinmune [semantic_who, 0.0%] → 1C85 ;; Síndrome opsoclonos‑mioclonía → Síndrome opsoclono-mioclono [semantic, 0.0%] → 9C85.02"
,2,"[""KA62.0"", ""KA62.3"", ""KA64.0"", ""KA62.8"", ""KA62.2""]","[""N/A"", ""1-5 / 10 000"", ""Desconocido"", ""Desconocido"", ""Desconocido""]","[""common"", ""unknown"", ""unknown"", ""unknown"", ""unknown""]",Síndrome congénito por Zika | Infección congénita por citomegalovirus | Síndrome congénito por toxoplasmosis | Síndrome congénito por rubéola | Síndrome congénito por varicela,"Síndrome congénito por Zika → KA62.0 [who_api, 0.0%] → KA62.0 ;; Infección congénita por citomegalovirus → Síndrome de citomegalovirus fetal [semantic, 0.0%] → KA62.3 ;; Síndrome congénito por toxoplasmosis → Toxoplasmosis congénita [semantic, 0.0%] → KA64.0 ;; Síndrome congénito por rubéola → Síndrome de rubéola congénita [fuzzy_validated, 88.1%] → KA62.8 ;; Síndrome congénito por varicela → Síndrome de varicela congénita [fuzzy_validated, 88.5%] → KA62.2"
,2,"[""4A44.92"", ""4A44.5"", ""4A40.0Y"", ""BB40"", ""4A8Z""]","[""Desconocido"", ""Desconocido"", ""1-9 / 100 000"", ""Desconocido"", ""N/A""]","[""unknown"", ""unknown"", ""very_rare"", ""unknown"", ""common""]",Vasculitis IgA | Enfermedad de Kawasaki | Lupus eritematoso sistémico infantil | Endocarditis | Alergia sistémica crónica,"Vasculitis IgA → Vasculitis por inmunoglobulina A [exact, 100.0%] → 4A44.92 ;; Enfermedad de Kawasaki → Enfermedad de Kawasaki [exact, 100.0%] → 4A44.5 ;; Lupus eritematoso sistémico infantil → Lupus eritematoso sistémico pediátrico [semantic, 0.0%] → 4A40.0Y ;; Endocarditis → Endocarditis infecciosa [semantic, 0.0%] → BB40 ;; Alergia sistémica crónica → 4A8Z [who_api, 0.0%] → 4A8Z"
,2,"[""NR-INFEC-022"", ""1F02"", ""1F03"", ""EA12"", ""EB12.Z""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unclassified"", ""common"", ""common"", ""common"", ""common""]",Parvovirus B19 | Rubéola | Sarampión | Síndrome de Gianotti‑Crosti | Eritema multiforme,"Parvovirus B19 → NR-INFEC-022 [nr, 0.0%] → NR-INFEC-022 ;; Rubéola → 1F02 [who_api, 0.0%] → 1F02 ;; Sarampión → 1F03 [who_api, 0.0%] → 1F03 ;; Síndrome de Gianotti‑Crosti → EA12 [who_api, 0.0%] → EA12 ;; Eritema multiforme → Eritema multiforme mayor [fuzzy_validated_who, 85.7%] → EB12.Z"
,2,"[""1F54.1"", ""2F23.0"", ""1B12.8"", ""1B21.20"", ""1C11.01""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""unclassified"", ""common"", ""unclassified""]",Leishmaniasis cutánea | Dermatofibroma | Tuberculosis cutánea | Úlcera de Buruli | Verruga peruana,"Leishmaniasis cutánea → 1F54.1 [who_api, 0.0%] → 1F54.1 ;; Dermatofibroma → 2F23.0 [who_api, 0.0%] → 2F23.0 ;; Tuberculosis cutánea → Tuberculosis cutánea primaria [semantic, 0.0%] → 1B12.8 ;; Úlcera de Buruli → 1B21.20 [who_api, 0.0%] → 1B21.20 ;; Verruga peruana → Verruga peruana [exact, 100.0%] → 1C11.01"
,2,"[""1B91"", ""1F52"", ""3A10.Y"", ""1E32"", ""DB98.3""]","[""1-9 / 1 000 000"", ""<1 / 1 000 000"", ""1-9 / 100 000"", ""N/A"", ""Desconocido""]","[""ultra_rare"", ""ultra_rare"", ""very_rare"", ""common"", ""unknown""]",Leptospirosis | Babesiosis | Síndrome urémico hemolítico atípico | Neumonía por influenza A | Fiebre Q,"Leptospirosis → Leptospirosis [exact, 100.0%] → 1B91 ;; Babesiosis → Babesiosis [exact, 100.0%] → 1F52 ;; Síndrome urémico hemolítico atípico → Síndrome hemolítico urémico atípico [fuzzy_validated, 100.0%] → 3A10.Y ;; Neumonía por influenza A → 1E32 [who_api, 0.0%] → 1E32 ;; Fiebre Q → Fiebre Q [exact, 100.0%] → DB98.3"
,2,"[""NR-HEMAT-013"", ""2A3Z"", ""2A20.2"", ""3B20"", ""3A20.5""]","[""N/A"", ""1-9 / 100 000"", ""1-9 / 100 000"", ""N/A"", ""1-9 / 1 000 000""]","[""unclassified"", ""very_rare"", ""very_rare"", ""common"", ""ultra_rare""]",Síndrome hemolítico‑trombopénico | Síndrome mielodisplásico | Mielofibrosis | Coagulación intravascular diseminada | Síndrome de Evans,"Síndrome hemolítico‑trombopénico → NR-HEMAT-013 [nr, 0.0%] → NR-HEMAT-013 ;; Síndrome mielodisplásico → Síndrome mielodisplásico [exact_who, 100.0%] → 2A3Z ;; Mielofibrosis → Mielofibrosis primaria [semantic, 0.0%] → 2A20.2 ;; Coagulación intravascular diseminada → 3B20 [who_api, 0.0%] → 3B20 ;; Síndrome de Evans → Síndrome de Evans [exact, 100.0%] → 3A20.5"
,2,"[""3A20.3"", ""3A20"", ""5C51.3"", ""MA16.00"", ""NR-HEMAT-009""]","[""1-9 / 1 000 000"", ""1-5 / 10 000"", ""N/A"", ""N/A"", ""N/A""]","[""ultra_rare"", ""unknown"", ""common"", ""common"", ""unclassified""]",Hemoglobinuria paroxística fría | Anemia hemolítica autoinmune tibia | Deficiencia de glucosa‑6‑fosfato deshidrogenasa | Hemólisis viral | Reacción hemolítica transfusional,"Hemoglobinuria paroxística fría → Hemoglobinuria paroxística por frío [fuzzy_validated, 90.9%] → 3A20.3 ;; Anemia hemolítica autoinmune tibia → Anemia hemolítica autoinmune [fuzzy_validated, 90.3%] → 3A20 ;; Deficiencia de glucosa‑6‑fosfato deshidrogenasa → 5C51.3 [who_api, 0.0%] → 5C51.3 ;; Hemólisis viral → MA16.00 [who_api, 0.0%] → MA16.00 ;; Reacción hemolítica transfusional → NR-HEMAT-009 [nr, 0.0%] → NR-HEMAT-009"
,2,"[""1F20.0Y"", ""1B21.0"", ""1F20.12"", ""NR-INFEC-025"", ""4A44.Z""]","[""N/A"", ""1-9 / 100 000"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""very_rare"", ""common"", ""unclassified"", ""common""]",Aspergilosis pulmonar invasiva | Infección por micobacterias no tuberculosas | Aspergilosis pulmonar crónica | Pneumonía bacteriana | Vasculitis pulmonar,"Aspergilosis pulmonar invasiva → 1F20.0Y [who_api, 0.0%] → 1F20.0Y ;; Infección por micobacterias no tuberculosas → Infección pulmonar por micobacterias no tuberculosas [fuzzy_validated, 90.5%] → 1B21.0 ;; Aspergilosis pulmonar crónica → 1F20.12 [who_api, 0.0%] → 1F20.12 ;; Pneumonía bacteriana → NR-INFEC-025 [nr, 0.0%] → NR-INFEC-025 ;; Vasculitis pulmonar → 4A44.Z [who_api, 0.0%] → 4A44.Z"
,3,"[""1B10"", ""DB98.3"", ""1B21.0"", ""CA43.2"", ""1F20""]","[""N/A"", ""Desconocido"", ""1-9 / 100 000"", ""N/A"", ""Desconocido""]","[""unclassified"", ""unknown"", ""very_rare"", ""common"", ""unknown""]",Tuberculosis pulmonar | Fiebre Q | Infección por micobacterias no tuberculosas | Absceso pulmonar | Aspergilosis pulmonar,"Tuberculosis pulmonar → Tuberculosis pulmonar primaria [semantic, 0.0%] → 1B10 ;; Fiebre Q → Fiebre Q [exact, 100.0%] → DB98.3 ;; Infección por micobacterias no tuberculosas → Infección pulmonar por micobacterias no tuberculosas [fuzzy_validated, 90.5%] → 1B21.0 ;; Absceso pulmonar → CA43.2 [who_api, 0.0%] → CA43.2 ;; Aspergilosis pulmonar → Aspergilosis [semantic, 0.0%] → 1F20"
,3,"[""DD90.3"", ""5C58.1Y"", ""DA90.2"", ""DA52.Y"", ""8A80.4""]","[""N/A"", ""1-9 / 1 000 000"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""ultra_rare"", ""unclassified"", ""unclassified"", ""common""]",Dispepsia funcional | Porfiria intermitente aguda | Pseudo‑obstrucción intestinal | Síndrome de la arteria mesentérica superior | Vómitos cíclicos,"Dispepsia funcional → DD90.3 [who_api, 0.0%] → DD90.3 ;; Porfiria intermitente aguda → Porfiria aguda intermitente [fuzzy_validated, 100.0%] → 5C58.1Y ;; Pseudo‑obstrucción intestinal → Pseudoobstrucción intestinal no clasificada [semantic, 0.0%] → DA90.2 ;; Síndrome de la arteria mesentérica superior → Síndrome de la arteria mesentérica superior [exact, 100.0%] → DA52.Y ;; Vómitos cíclicos → 8A80.4 [who_api, 0.0%] → 8A80.4"
,3,"[""8B22.8"", ""8E47/GB61.Z"", ""5C58.1Y"", ""NR-NEUR-003"", ""8B11""]","[""N/A"", ""N/A"", ""1-9 / 1 000 000"", ""N/A"", ""N/A""]","[""common"", ""common"", ""ultra_rare"", ""unclassified"", ""common""]",Encefalopatía hipertensiva | Encefalopatía uremica | Encefalopatía por porfiria intermitente aguda | Encefalopatía asociada a sepsis | Accidente cerebrovascular isquémico,"Encefalopatía hipertensiva → 8B22.8 [who_api, 0.0%] → 8B22.8 ;; Encefalopatía uremica → 8E47/GB61.Z [who_api, 0.0%] → 8E47/GB61.Z ;; Encefalopatía por porfiria intermitente aguda → Porfiria aguda intermitente [semantic, 0.0%] → 5C58.1Y ;; Encefalopatía asociada a sepsis → NR-NEUR-003 [nr, 0.0%] → NR-NEUR-003 ;; Accidente cerebrovascular isquémico → Accidente cerebrovascular isquémico pediátrico [fuzzy_validated_who, 86.4%] → 8B11"
